,,,,price,CO2_emissions,is_electric
MERCEDES,Classe-S-Coupé,2021,450 4MATIC AMG Line 9G-Tronic,,208,False
MERCEDES,Classe-S-Coupé,2021,560 4MATIC Executive 9G-Tronic,,202,False
MERCEDES,Classe-S-Coupé,2021,560 4MATIC AMG Line 9G-Tronic,,202,False
MERCEDES,Classe-S-Coupé,2021,63 S AMG Speedshift MCT AMG 4MATIC+,,254,False
MERCEDES,Classe-S-Coupé,2021,65 S AMG Speedshift Plus AMG,,325,False
MERCEDES,Classe-S-Coupé,2020,450 4MATIC Executive 9G-Tronic,,208,False
MERCEDES,Classe-S-Coupé,2020,450 4MATIC AMG Line 9G-Tronic,,208,False
MERCEDES,Classe-S-Coupé,2020,560 4MATIC Executive 9G-Tronic,,202,False
MERCEDES,Classe-S-Coupé,2020,560 4MATIC AMG Line 9G-Tronic,,202,False
MERCEDES,Classe-S-Coupé,2020,63 S AMG Speedshift MCT AMG 4MATIC+,,254,False
MERCEDES,Classe-S-Coupé,2020,65 S AMG Speedshift Plus AMG,,325,False
MERCEDES,Classe-S-Coupé,2019,450 4MATIC Executive 9G-Tronic,,208,False
MERCEDES,Classe-S-Coupé,2019,450 4MATIC AMG Line 9G-Tronic,,208,False
MERCEDES,Classe-S-Coupé,2019,560 4MATIC Executive 9G-Tronic,,202,False
MERCEDES,Classe-S-Coupé,2019,560 4MATIC AMG Line 9G-Tronic,,202,False
MERCEDES,Classe-S-Coupé,2019,63 S AMG Speedshift MCT AMG 4MATIC+,,254,False
MERCEDES,Classe-S-Coupé,2019,65 S AMG Speedshift Plus AMG,,325,False
MERCEDES,Classe-S-Limousine,2021,350 d Executive 9G-Tronic,108850,169,False
MERCEDES,Classe-S-Limousine,2021,350 d AMG Line 9G-Tronic,116200,169,False
MERCEDES,Classe-S-Limousine,2021,400 d 4MATIC Executive 9G-Tronic,116050,176,False
MERCEDES,Classe-S-Limousine,2021,400 d 4MATIC AMG Line 9G-Tronic,123400,176,False
MERCEDES,Classe-S-Limousine,2021,580 e Executive 9G-Tronic,137800,14,False
MERCEDES,Classe-S-Limousine,2021,580 e AMG Line 9G-Tronic,144850,14,False
MERCEDES,Classe-S-Limousine,2021,580 e 4MATIC Executive 9G-Tronic,141200,16,False
MERCEDES,Classe-S-Limousine,2021,580 e 4MATIC AMG Line 9G-Tronic,148250,16,False
MERCEDES,Classe-S-Limousine,2019,450 4MATIC Executive 9G-Tronic,,167,False
MERCEDES,Classe-S-Limousine,2019,450 4MATIC Fascination 9G-Tronic,,167,False
MERCEDES,Classe-S-Limousine,2019,560 4MATIC Fascination 9G-Tronic,,228,False
MERCEDES,Classe-S-Limousine,2019,350 d Executive 9G-Tronic,,165,False
MERCEDES,Classe-S-Limousine,2019,350 d Fascination 9G-Tronic,,165,False
MERCEDES,Classe-S-Limousine,2019,350 d 4MATIC Executive 9G-Tronic,,178,False
MERCEDES,Classe-S-Limousine,2019,350 d 4MATIC Fascination 9G-Tronic,,178,False
MERCEDES,Classe-S-Limousine,2019,400 d 4MATIC Executive 7G-Tronic,,178,False
MERCEDES,Classe-S-Limousine,2019,400 d 4MATIC Fascination 7G-Tronic,,178,False
MERCEDES,Classe-S-Limousine,2019,63 AMG S 4MATIC 9G-Tronic,,255,False
MERCEDES,Classe-S-Limousine,2019,65 AMG S 9G-Tronic,,325,False
MERCEDES,Classe-S-Limousine,2019,450 EQBoost 4MATIC Executive 9G-Tronic,,190,False
MERCEDES,Classe-S-Limousine,2019,450 EQBoost 4MATIC Fascination 9G-Tronic,,190,False
MERCEDES,Classe-S-Limousine,2019,560 e EQPower Fascination 9G-Tronic,,50,False
MERCEDES,Classe-S-Maybach,2021,580 4MATIC 9G-Tronic,194700,236,False
MERCEDES,Classe-S-Maybach,2021,680 4MATIC 9G-Tronic,240700,304,False
MERCEDES,Classe-S-Maybach,2020,560 4MATIC 9G-Tronic,,228,False
MERCEDES,Classe-S-Maybach,2020,650 9G-Tronic,,328,False
MERCEDES,Classe-S-Maybach,2019,560 4MATIC 9G-Tronic,,228,False
MERCEDES,Classe-S-Maybach,2019,650 9G-Tronic,,328,False
MERCEDES,Classe-V,2021,220 d 9G-Tronic Style,2209,2509,False
MERCEDES,Classe-V,2021,220 d 9G-Tronic Avantgarde,68155,191,False
MERCEDES,Classe-V,2021,250 d 9G-Tronic Style,58082,194,False
MERCEDES,Classe-V,2021,250 d 9G-Tronic Avantgarde,70106,194,False
MERCEDES,Classe-V,2021,300 d 9G-Tronic Style,62546,194,False
MERCEDES,Classe-V,2021,300 d 9G-Tronic Avantgarde,74582,194,False
MERCEDES,Classe-V,2020,220 d 9G-Tronic Style,2209,2509,False
MERCEDES,Classe-V,2020,220 d 9G-Tronic Avantgarde,68155,191,False
MERCEDES,Classe-V,2020,250 d 9G-Tronic Style,58082,194,False
MERCEDES,Classe-V,2020,250 d 9G-Tronic Avantgarde,70106,194,False
MERCEDES,Classe-V,2020,300 d 9G-Tronic Style,62546,194,False
MERCEDES,Classe-V,2020,300 d 9G-Tronic Avantgarde,74582,194,False
MERCEDES,Classe-V-Extra-longue,2021,220 d 9G-Tronic Style,2209,2509,False
MERCEDES,Classe-V-Extra-longue,2021,220 d 9G-Tronic Avantgarde,69910,191,False
MERCEDES,Classe-V-Extra-longue,2021,250 d 9G-Tronic Style,59843,194,False
MERCEDES,Classe-V-Extra-longue,2021,250 d 9G-Tronic Avantgarde,71861,194,False
MERCEDES,Classe-V-Extra-longue,2021,300 d 9G-Tronic Style,64307,194,False
MERCEDES,Classe-V-Extra-longue,2021,300 d 9G-Tronic Avantgarde,76338,194,False
MERCEDES,Classe-V-Extra-longue,2020,220 d 9G-Tronic Style,2209,2509,False
MERCEDES,Classe-V-Extra-longue,2020,220 d 9G-Tronic Avantgarde,69910,191,False
MERCEDES,Classe-V-Extra-longue,2020,250 d 9G-Tronic Style,59843,194,False
MERCEDES,Classe-V-Extra-longue,2020,250 d 9G-Tronic Avantgarde,71861,194,False
MERCEDES,Classe-V-Extra-longue,2020,300 d 9G-Tronic Style,64307,194,False
MERCEDES,Classe-V-Extra-longue,2020,300 d 9G-Tronic Avantgarde,76338,194,False
MERCEDES,Classe-V-Longue,2021,220 d 9G-Tronic Style,2209,2209,False
MERCEDES,Classe-V-Longue,2021,220 d 9G-Tronic Avantgarde,69038,191,False
MERCEDES,Classe-V-Longue,2021,220 d 9G-Tronic Exclusive,88858,191,False
MERCEDES,Classe-V-Longue,2021,250 d 9G-Tronic Style,58972,194,False
MERCEDES,Classe-V-Longue,2021,250 d 9G-Tronic Avantgarde,70990,194,False
MERCEDES,Classe-V-Longue,2021,250 d 9G-Tronic Exclusive,93809,194,False
MERCEDES,Classe-V-Longue,2021,300 d 9G-Tronic Style,63436,194,False
MERCEDES,Classe-V-Longue,2021,300 d 9G-Tronic Avantgarde,75466,194,False
MERCEDES,Classe-V-Longue,2021,300 d 9G-Tronic Exclusive,98292,194,False
MERCEDES,Classe-V-Longue,2020,220 d 9G-Tronic Style,2209,2209,False
MERCEDES,Classe-V-Longue,2020,220 d 9G-Tronic Avantgarde,69038,191,False
MERCEDES,Classe-V-Longue,2020,220 d 9G-Tronic Exclusive,88858,191,False
MERCEDES,Classe-V-Longue,2020,250 d 9G-Tronic Style,58972,194,False
MERCEDES,Classe-V-Longue,2020,250 d 9G-Tronic Avantgarde,70990,194,False
MERCEDES,Classe-V-Longue,2020,250 d 9G-Tronic Exclusive,93809,194,False
MERCEDES,Classe-V-Longue,2020,300 d 9G-Tronic Style,63436,194,False
MERCEDES,Classe-V-Longue,2020,300 d 9G-Tronic Avantgarde,75466,194,False
MERCEDES,Classe-V-Longue,2020,300 d 9G-Tronic Exclusive,98292,194,False
MERCEDES,Classe-X,2020,220d 163 Pure,,195,False
MERCEDES,Classe-X,2020,220d 4Matic 163 Pure,,200,False
MERCEDES,Classe-X,2020,220d 4Matic 163 Progressive,,200,False
MERCEDES,Classe-X,2020,250d 190 Progressive,,192,False
MERCEDES,Classe-X,2020,250d 190 BA7 Progressive,,203,False
MERCEDES,Classe-X,2020,250d 4Matic 190 Pure,,209,False
MERCEDES,Classe-X,2020,250d 4Matic 190 Progressive,,209,False
MERCEDES,Classe-X,2020,250d 4Matic 190 Power,,209,False
MERCEDES,Classe-X,2020,250d 4Matic 190 BA7 Pure,,207,False
MERCEDES,Classe-X,2020,250d 4Matic 190 BA7 Progressive,,207,False
MERCEDES,Classe-X,2020,250d 4Matic 190 BA7 Power,,207,False
MERCEDES,Classe-X,2020,350d 4Matic 258 BA7 Progressive,,230,False
MERCEDES,Classe-X,2020,350d 4Matic 258 BA7 Power,,230,False
MERCEDES,Classe-X,2019,220d 163 Pure,,195,False
MERCEDES,Classe-X,2019,220d 4Matic 163 Pure,,200,False
MERCEDES,Classe-X,2019,220d 4Matic 163 Progressive,,200,False
MERCEDES,Classe-X,2019,250d 190 Progressive,,192,False
MERCEDES,Classe-X,2019,250d 190 BA7 Progressive,,203,False
MERCEDES,Classe-X,2019,250d 4Matic 190 Pure,,209,False
MERCEDES,Classe-X,2019,250d 4Matic 190 Progressive,,209,False
MERCEDES,Classe-X,2019,250d 4Matic 190 Power,,209,False
MERCEDES,Classe-X,2019,250d 4Matic 190 BA7 Pure,,207,False
MERCEDES,Classe-X,2019,250d 4Matic 190 BA7 Progressive,,207,False
MERCEDES,Classe-X,2019,250d 4Matic 190 BA7 Power,,207,False
MERCEDES,Classe-X,2019,350d 4Matic 258 BA7 Progressive,,230,False
MERCEDES,Classe-X,2019,350d 4Matic 258 BA7 Power,,230,False
MERCEDES,CLS-Coupé,2020,53 EQBoost AMG Speedshift TCT 4Matic+,,206,False
MERCEDES,CLS-Coupé,2020,220d 4Matic AMG Line + 9G-Tronic,,168,False
MERCEDES,CLS-Coupé,2020,400d 4Matic AMG Line + 9G-Tronic,,172,False
MERCEDES,CLS-Coupé,2020,450 4Matic Executive BVA9,,178,False
MERCEDES,CLS-Coupé,2020,450 4Matic AMG Line + BVA9,,178,False
MERCEDES,CLS-Coupé,2020,350d 4Matic Launch Edition BVA9,,148,False
MERCEDES,CLS-Coupé,2020,400d 4Matic Executive BVA9,,154,False
MERCEDES,CLS-Coupé,2020,400d 4Matic AMG Line + BVA9,,154,False
MERCEDES,CLS-Coupé,2020,300d 4Matic Executive BVA9,,133,False
MERCEDES,CLS-Coupé,2020,300d 4Matic AMG Line + BVA9,,133,False
MERCEDES,CLS-Coupé,2020,450 4Matic Executive 9G-Tronic,,187,False
MERCEDES,CLS-Coupé,2020,450 4Matic AMG Line + 9G-Tronic,,187,False
MERCEDES,CLS-Coupé,2020,300d 4Matic Executive 9G-Tronic,,152,False
MERCEDES,CLS-Coupé,2020,300d 4Matic AMG Line + 9G-Tronic,,152,False
MERCEDES,CLS-Coupé,2020,400d 4Matic Executive 9G-Tronic,,172,False
MERCEDES,CLS-Coupé,2019,53 EQBoost AMG Speedshift TCT 4Matic+,,206,False
MERCEDES,CLS-Coupé,2019,220d 4Matic AMG Line + 9G-Tronic,,168,False
MERCEDES,CLS-Coupé,2019,400d 4Matic AMG Line + 9G-Tronic,,172,False
MERCEDES,CLS-Coupé,2019,450 4Matic Executive BVA9,,178,False
MERCEDES,CLS-Coupé,2019,450 4Matic AMG Line + BVA9,,178,False
MERCEDES,CLS-Coupé,2019,350d 4Matic Launch Edition BVA9,,148,False
MERCEDES,CLS-Coupé,2019,400d 4Matic Executive BVA9,,154,False
MERCEDES,CLS-Coupé,2019,400d 4Matic AMG Line + BVA9,,154,False
MERCEDES,CLS-Coupé,2019,300d 4Matic Executive BVA9,,133,False
MERCEDES,CLS-Coupé,2019,300d 4Matic AMG Line + BVA9,,133,False
MERCEDES,CLS-Coupé,2019,450 4Matic Executive 9G-Tronic,,187,False
MERCEDES,CLS-Coupé,2019,450 4Matic AMG Line + 9G-Tronic,,187,False
MERCEDES,CLS-Coupé,2019,300d 4Matic Executive 9G-Tronic,,152,False
MERCEDES,CLS-Coupé,2019,300d 4Matic AMG Line + 9G-Tronic,,152,False
MERCEDES,CLS-Coupé,2019,400d 4Matic Executive 9G-Tronic,,172,False
MERCEDES,EQA,2021,"250 140 kW 66,5 kWh Progressive Line",51250,0,True
MERCEDES,EQA,2021,"250 140 kW 66,5 kWh AMG Line",53250,0,True
MERCEDES,EQA,2021,"350 4MATIC 215 kW 66,5 kWh AMG Line",61200,0,True
MERCEDES,EQA,2021,"250 140 kW 66,5 kWh Limited Edition",,0,True
MERCEDES,EQC,2021,400 4MATIC AMG Line,82650,0,True
MERCEDES,EQC,2021,400 4MATIC Edition 1886,,0,True
MERCEDES,EQC,2020,400 4MATIC AMG Line,82650,0,True
MERCEDES,EQC,2020,400 4MATIC Edition 1886,,0,True
MERCEDES,EQC,2019,400 4MATIC AMG Line,82650,0,True
MERCEDES,EQC,2019,400 4MATIC Edition 1886,,0,True
MERCEDES,EQS,2021,450 plus AMG Line,128850,0,True
MERCEDES,EQS,2021,580 4Matic AMG Line,159900,0,True
MERCEDES,EQS,2021,53 4Matic+,162850,0,True
MERCEDES,EQV,2021,Long 300 Avantgarde,74996,0,True
MERCEDES,EQV,2021,Extra Long 300 Avantgarde,75834,0,True
MERCEDES,EQV,2020,Long 300 Avantgarde,74996,0,True
MERCEDES,EQV,2020,Extra Long 300 Avantgarde,75834,0,True
MERCEDES,GLA,2021,200 7G-DCT Progressive Line,42300,148,False
MERCEDES,GLA,2021,200 7G-DCT AMG Line,43800,148,False
MERCEDES,GLA,2021,250 4MATIC 8G-DCT AMG Line,51400,172,False
MERCEDES,GLA,2021,35 AMG 8G-DCT Speedshift AMG 4MATIC,57700,196,False
MERCEDES,GLA,2021,45 S AMG 8G-DCT Speedshift AMG 4MATIC+,75700,214,False
MERCEDES,GLA,2021,250 e EQPower 8G-DCT Progressive Line,50600,29,False
MERCEDES,GLA,2021,250 e EQPower 8G-DCT AMG Line,52100,29,False
MERCEDES,GLA,2021,200 d 8G-DCT Progressive Line,43200,138,False
MERCEDES,GLA,2021,200 d 8G-DCT AMG Line,44700,138,False
MERCEDES,GLA,2021,220 d 4MATIC 8G-DCT AMG Line,51400,145,False
MERCEDES,GLA,2019,180 WhiteArt Edition,,138,False
MERCEDES,GLA,2019,180 WhiteArt Edition BA7,,135,False
MERCEDES,GLA,2019,200 WhiteArt Edition,,138,False
MERCEDES,GLA,2019,200 WhiteArt Edition BA7,,135,False
MERCEDES,GLA,2019,250 WhiteArt Edition,,145,False
MERCEDES,GLA,2019,250 WhiteArt Edition BA7,,140,False
MERCEDES,GLA,2019,250 4MATIC BA7 WhiteArt Edition,,155,False
MERCEDES,GLA,2019,180 d WhiteArt Edition,,113,False
MERCEDES,GLA,2019,180 d WhiteArt Edition BA7,,109,False
MERCEDES,GLA,2019,200 d WhiteArt Edition,,115,False
MERCEDES,GLA,2019,200 d WhiteArt Edition BA7,,115,False
MERCEDES,GLA,2019,200 d 4MATIC BA7 WhiteArt Edition,,130,False
MERCEDES,GLA,2019,220 d BA7 WhiteArt Edition,,115,False
MERCEDES,GLA,2019,220 d 4MATIC BA7 WhiteArt Edition,,130,False
MERCEDES,GLA,2019,180 Intuition,,159,False
MERCEDES,GLA,2019,180 Inspiration,,159,False
MERCEDES,GLA,2019,180 Sensation,,159,False
MERCEDES,GLA,2019,180 Fascination,,159,False
MERCEDES,GLA,2019,180 Intuition 7G-DCT,,162,False
MERCEDES,GLA,2019,180 Inspiration 7G-DCT,,162,False
MERCEDES,GLA,2019,180 Sensation 7G-DCT,,162,False
MERCEDES,GLA,2019,180 Fascination 7G-DCT,,162,False
MERCEDES,GLA,2019,200 Intuition,,160,False
MERCEDES,GLA,2019,200 Inspiration,,160,False
MERCEDES,GLA,2019,200 Sensation,,160,False
MERCEDES,GLA,2019,200 Fascination,,160,False
MERCEDES,GLA,2019,200 Intuition 7G-DCT,,167,False
MERCEDES,GLA,2019,200 Inspiration 7G-DCT,,167,False
MERCEDES,GLA,2019,200 Sensation 7G-DCT,,167,False
MERCEDES,GLA,2019,200 Fascination 7G-DCT,,167,False
MERCEDES,GLA,2019,250 Inspiration,,165,False
MERCEDES,GLA,2019,250 Sensation,,165,False
MERCEDES,GLA,2019,250 Fascination,,165,False
MERCEDES,GLA,2019,250 Inspiration 7G-DCT,,173,False
MERCEDES,GLA,2019,250 Sensation 7G-DCT,,173,False
MERCEDES,GLA,2019,250 Fascination 7G-DCT,,173,False
MERCEDES,GLA,2019,250 4MATIC 7G-DCT Inspiration,,180,False
MERCEDES,GLA,2019,250 4MATIC 7G-DCT Sensation,,180,False
MERCEDES,GLA,2019,250 4MATIC 7G-DCT Fascination,,180,False
MERCEDES,GLA,2019,AMG 45 4MATIC Speedshift,,193,False
MERCEDES,GLA,2019,180 d Intuition,,105,False
MERCEDES,GLA,2019,180 d Inspiration,,105,False
MERCEDES,GLA,2019,180 d Sensation,,113,False
MERCEDES,GLA,2019,180 d Fascination,,113,False
MERCEDES,GLA,2019,180 d Intuition 7G-DCT,,103,False
MERCEDES,GLA,2019,180 d Inspiration 7G-DCT,,103,False
MERCEDES,GLA,2019,180 d Sensation 7G-DCT,,109,False
MERCEDES,GLA,2019,180 d Fascination 7G-DCT,,109,False
MERCEDES,GLA,2019,200 d Intuition,,110,False
MERCEDES,GLA,2019,200 d Inspiration,,110,False
MERCEDES,GLA,2019,200 d Sensation,,115,False
MERCEDES,GLA,2019,200 d Fascination,,115,False
MERCEDES,GLA,2019,200 d Intuition 7G-DCT,,141,False
MERCEDES,GLA,2019,200 d Inspiration 7G-DCT,,141,False
MERCEDES,GLA,2019,200 d Sensation 7G-DCT,,152,False
MERCEDES,GLA,2019,200 d Fascination 7G-DCT,,152,False
MERCEDES,GLA,2019,200 d 4MATIC 7G-DCT Intuition,,138,False
MERCEDES,GLA,2019,200 d 4MATIC 7G-DCT Inspiration,,138,False
MERCEDES,GLA,2019,200 d 4MATIC 7G-DCT Sensation,,141,False
MERCEDES,GLA,2019,200 d 4MATIC 7G-DCT Fascination,,141,False
MERCEDES,GLA,2019,220 d 7G-DCT Inspiration,,138,False
MERCEDES,GLA,2019,220 d 7G-DCT Sensation,,152,False
MERCEDES,GLA,2019,220 d 7G-DCT Fascination,,152,False
MERCEDES,GLA,2019,220 d 4MATIC 7G-DCT Inspiration,,155,False
MERCEDES,GLA,2019,220 d 4MATIC 7G-DCT Sensation,,161,False
MERCEDES,GLA,2019,220 d 4MATIC 7G-DCT Fascination,,161,False
MERCEDES,GLA,2019,200 Starlight Edition,,157,False
MERCEDES,GLA,2019,200 Starlight Edition 7G-DCT,,153,False
MERCEDES,GLA,2019,200 d Starlight Edition 7G-DCT,,152,False
MERCEDES,GLA,2019,220 d Starlight Edition 7G-DCT,,152,False
MERCEDES,GLB,2021,200 Progressive Line BVA7,,150,False
MERCEDES,GLB,2021,200 AMG Line BVA7,,150,False
MERCEDES,GLB,2021,250 4Matic AMG Line BVA8,,172,False
MERCEDES,GLB,2021,AMG 35 8G-DCT Speedshift AMG 4Matic,61700,201,False
MERCEDES,GLB,2021,200d Progressive Line BVA8,,137,False
MERCEDES,GLB,2021,200d AMG Line BVA8,,145,False
MERCEDES,GLB,2021,220d 4Matic AMG Line BVA8,,145,False
MERCEDES,GLB,2021,250 4Matic AMG Line Launch Edition BVA8,,172,False
MERCEDES,GLB,2021,200d Progressive Line Launch Edition BVA8,,137,False
MERCEDES,GLB,2020,200 Progressive Line BVA7,,150,False
MERCEDES,GLB,2020,200 AMG Line BVA7,,150,False
MERCEDES,GLB,2020,250 4Matic AMG Line BVA8,,172,False
MERCEDES,GLB,2020,AMG 35 8G-DCT Speedshift AMG 4Matic,61700,201,False
MERCEDES,GLB,2020,200d Progressive Line BVA8,,137,False
MERCEDES,GLB,2020,200d AMG Line BVA8,,145,False
MERCEDES,GLB,2020,220d 4Matic AMG Line BVA8,,145,False
MERCEDES,GLB,2020,250 4Matic AMG Line Launch Edition BVA8,,172,False
MERCEDES,GLB,2020,200d Progressive Line Launch Edition BVA8,,137,False
MERCEDES,GLC,2021,AMG 43 4MATIC 9G-MCT Speedshift AMG,71000,241,False
MERCEDES,GLC,2021,AMG 63 S 4MATIC+ 9G-MCT Speedshift AMG,,293,False
MERCEDES,GLC,2021,300e EQ Power 4MATIC 9G-Tronic Avantgarde Line,65850,49,False
MERCEDES,GLC,2021,300e EQ Power 4MATIC 9G-Tronic AMG Line,67550,49,False
MERCEDES,GLC,2021,200 d 9G-Tronic Avantgarde Line,,152,False
MERCEDES,GLC,2021,200 d 9G-Tronic AMG Line,,152,False
MERCEDES,GLC,2021,220 d 4MATIC 9G-Tronic Avantgarde Line,,154,False
MERCEDES,GLC,2021,220 d 4MATIC 9G-Tronic AMG Line,,154,False
MERCEDES,GLC,2021,300 d 4MATIC 9G-Tronic Avantgarde Line,,149,False
MERCEDES,GLC,2021,300 d 4MATIC 9G-Tronic AMG Line,,149,False
MERCEDES,GLC,2021,400 d 4MATIC 9G-Tronic Avantgarde Line,,183,False
MERCEDES,GLC,2021,400 d 4MATIC 9G-Tronic AMG Line,,183,False
MERCEDES,GLC,2021,300 de 4MATIC 9G-Tronic Avantgarde Line,67700,45,False
MERCEDES,GLC,2021,300 de 4MATIC 9G-Tronic AMG Line,69400,45,False
MERCEDES,GLC,2021,220 d 4MATIC 9G-Tronic Launch Edition Avantgarde Line,,154,False
MERCEDES,GLC,2021,220 d 4MATIC 9G-Tronic Launch Edition AMG Line,,154,False
MERCEDES,GLC,2021,300 EQBoost 4MATIC 9G-Tronic Avantgarde Line,,185,False
MERCEDES,GLC,2021,300 EQBoost 4MATIC 9G-Tronic AMG Line,,185,False
MERCEDES,GLC,2020,AMG 43 4MATIC 9G-MCT Speedshift AMG,71000,241,False
MERCEDES,GLC,2020,AMG 63 S 4MATIC+ 9G-MCT Speedshift AMG,,293,False
MERCEDES,GLC,2020,300e EQ Power 4MATIC 9G-Tronic Avantgarde Line,65850,49,False
MERCEDES,GLC,2020,300e EQ Power 4MATIC 9G-Tronic AMG Line,67550,49,False
MERCEDES,GLC,2020,200 d 9G-Tronic Avantgarde Line,,152,False
MERCEDES,GLC,2020,200 d 9G-Tronic AMG Line,,152,False
MERCEDES,GLC,2020,220 d 4MATIC 9G-Tronic Avantgarde Line,,154,False
MERCEDES,GLC,2020,220 d 4MATIC 9G-Tronic AMG Line,,154,False
MERCEDES,GLC,2020,300 d 4MATIC 9G-Tronic Avantgarde Line,,149,False
MERCEDES,GLC,2020,300 d 4MATIC 9G-Tronic AMG Line,,149,False
MERCEDES,GLC,2020,400 d 4MATIC 9G-Tronic Avantgarde Line,,183,False
MERCEDES,GLC,2020,400 d 4MATIC 9G-Tronic AMG Line,,183,False
MERCEDES,GLC,2020,300 de 4MATIC 9G-Tronic Avantgarde Line,67700,45,False
MERCEDES,GLC,2020,300 de 4MATIC 9G-Tronic AMG Line,69400,45,False
MERCEDES,GLC,2020,220 d 4MATIC 9G-Tronic Launch Edition Avantgarde Line,,154,False
MERCEDES,GLC,2020,220 d 4MATIC 9G-Tronic Launch Edition AMG Line,,154,False
MERCEDES,GLC,2020,300 EQBoost 4MATIC 9G-Tronic Avantgarde Line,,185,False
MERCEDES,GLC,2020,300 EQBoost 4MATIC 9G-Tronic AMG Line,,185,False
MERCEDES,GLC-Coupé,2021,AMG 43 4MATIC 9G-MCT Speedshift AMG,76600,240,False
MERCEDES,GLC-Coupé,2021,AMG 63 S 4MATIC+ 9G-MCT Speedshift AMG,113800,287,False
MERCEDES,GLC-Coupé,2021,300e EQ Power 4MATIC 9G-Tronic AMG Line,73100,48,False
MERCEDES,GLC-Coupé,2021,220 d 4MATIC 9G-Tronic AMG Line,,135,False
MERCEDES,GLC-Coupé,2021,300 d 4MATIC 9G-Tronic AMG Line,,149,False
MERCEDES,GLC-Coupé,2021,400 d 4MATIC 9G-Tronic AMG Line,,184,False
MERCEDES,GLC-Coupé,2021,300 de 4MATIC 9G-Tronic AMG Line,74950,45,False
MERCEDES,GLC-Coupé,2021,220 d 4MATIC 9G-Tronic Launch Edition AMG Line,,152,False
MERCEDES,GLC-Coupé,2021,300 4MATIC 9G-Tronic AMG Line,,185,False
MERCEDES,GLC-Coupé,2020,AMG 43 4MATIC 9G-MCT Speedshift AMG,76600,240,False
MERCEDES,GLC-Coupé,2020,AMG 63 S 4MATIC+ 9G-MCT Speedshift AMG,113800,287,False
MERCEDES,GLC-Coupé,2020,300e EQ Power 4MATIC 9G-Tronic AMG Line,73100,48,False
MERCEDES,GLC-Coupé,2020,220 d 4MATIC 9G-Tronic AMG Line,,135,False
MERCEDES,GLC-Coupé,2020,300 d 4MATIC 9G-Tronic AMG Line,,149,False
MERCEDES,GLC-Coupé,2020,400 d 4MATIC 9G-Tronic AMG Line,,184,False
MERCEDES,GLC-Coupé,2020,300 de 4MATIC 9G-Tronic AMG Line,74950,45,False
MERCEDES,GLC-Coupé,2020,220 d 4MATIC 9G-Tronic Launch Edition AMG Line,,152,False
MERCEDES,GLC-Coupé,2020,300 4MATIC 9G-Tronic AMG Line,,185,False
MERCEDES,GLE,2021,450 EQBoost 9G-Tronic 4Matic Avantgarde Line,80500,205,False
MERCEDES,GLE,2021,450 EQBoost 9G-Tronic 4Matic AMG Line,84650,205,False
MERCEDES,GLE,2021,53 AMG EQBoost 9G-Tronic 4Matic+,96650,241,False
MERCEDES,GLE,2021,63 S AMG EQBoost 9G-Tronic 4Matic+,150200,276,False
MERCEDES,GLE,2021,350 e EQ Power 9G-Tronic 4Matic Avantgarde Line,85650,21,False
MERCEDES,GLE,2021,350 e EQ Power 9G-Tronic 4Matic AMG Line,89950,21,False
MERCEDES,GLE,2021,300 d 4Matic 9G-Tronic Avantgarde Line,76950,160,False
MERCEDES,GLE,2021,300 d 4Matic 9G-Tronic AMG Line,81250,160,False
MERCEDES,GLE,2021,350 d 4Matic 9G-Tronic Avantgarde Line,,206,False
MERCEDES,GLE,2021,350 d 4Matic 9G-Tronic AMG Line,,206,False
MERCEDES,GLE,2021,400 d 4Matic 9G-Tronic Avantgarde Line,79550,189,False
MERCEDES,GLE,2021,400 d 4Matic 9G-Tronic AMG Line,83850,189,False
MERCEDES,GLE,2021,350 de EQ Power 9G-Tronic 4Matic Avantgarde Line,86250,18,False
MERCEDES,GLE,2021,350 de EQ Power 9G-Tronic 4Matic AMG Line,90550,18,False
MERCEDES,GLE,2021,450 4Matic 9G-Tronic Avantgarde Line,,188,False
MERCEDES,GLE,2021,450 4Matic 9G-Tronic AMG Line,,188,False
MERCEDES,GLE,2020,450 EQBoost 9G-Tronic 4Matic Avantgarde Line,80500,205,False
MERCEDES,GLE,2020,450 EQBoost 9G-Tronic 4Matic AMG Line,84650,205,False
MERCEDES,GLE,2020,53 AMG EQBoost 9G-Tronic 4Matic+,96650,241,False
MERCEDES,GLE,2020,63 S AMG EQBoost 9G-Tronic 4Matic+,150200,276,False
MERCEDES,GLE,2020,350 e EQ Power 9G-Tronic 4Matic Avantgarde Line,85650,21,False
MERCEDES,GLE,2020,350 e EQ Power 9G-Tronic 4Matic AMG Line,89950,21,False
MERCEDES,GLE,2020,300 d 4Matic 9G-Tronic Avantgarde Line,76950,160,False
MERCEDES,GLE,2020,300 d 4Matic 9G-Tronic AMG Line,81250,160,False
MERCEDES,GLE,2020,350 d 4Matic 9G-Tronic Avantgarde Line,,206,False
MERCEDES,GLE,2020,350 d 4Matic 9G-Tronic AMG Line,,206,False
MERCEDES,GLE,2020,400 d 4Matic 9G-Tronic Avantgarde Line,79550,189,False
MERCEDES,GLE,2020,400 d 4Matic 9G-Tronic AMG Line,83850,189,False
MERCEDES,GLE,2020,350 de EQ Power 9G-Tronic 4Matic Avantgarde Line,86250,18,False
MERCEDES,GLE,2020,350 de EQ Power 9G-Tronic 4Matic AMG Line,90550,18,False
