,,,,price,CO2_emissions,is_electric
MERCEDES,GLE,2020,450 4Matic 9G-Tronic Avantgarde Line,,188,False
MERCEDES,GLE,2020,450 4Matic 9G-Tronic AMG Line,,188,False
MERCEDES,GLE,2019,450 EQBoost 9G-Tronic 4Matic Avantgarde Line,80500,205,False
MERCEDES,GLE,2019,450 EQBoost 9G-Tronic 4Matic AMG Line,84650,205,False
MERCEDES,GLE,2019,53 AMG EQBoost 9G-Tronic 4Matic+,96650,241,False
MERCEDES,GLE,2019,63 S AMG EQBoost 9G-Tronic 4Matic+,150200,276,False
MERCEDES,GLE,2019,350 e EQ Power 9G-Tronic 4Matic Avantgarde Line,85650,21,False
MERCEDES,GLE,2019,350 e EQ Power 9G-Tronic 4Matic AMG Line,89950,21,False
MERCEDES,GLE,2019,300 d 4Matic 9G-Tronic Avantgarde Line,76950,160,False
MERCEDES,GLE,2019,300 d 4Matic 9G-Tronic AMG Line,81250,160,False
MERCEDES,GLE,2019,350 d 4Matic 9G-Tronic Avantgarde Line,,206,False
MERCEDES,GLE,2019,350 d 4Matic 9G-Tronic AMG Line,,206,False
MERCEDES,GLE,2019,400 d 4Matic 9G-Tronic Avantgarde Line,79550,189,False
MERCEDES,GLE,2019,400 d 4Matic 9G-Tronic AMG Line,83850,189,False
MERCEDES,GLE,2019,350 de EQ Power 9G-Tronic 4Matic Avantgarde Line,86250,18,False
MERCEDES,GLE,2019,350 de EQ Power 9G-Tronic 4Matic AMG Line,90550,18,False
MERCEDES,GLE,2019,450 4Matic 9G-Tronic Avantgarde Line,,188,False
MERCEDES,GLE,2019,450 4Matic 9G-Tronic AMG Line,,188,False
MERCEDES,GLE-Coupé,2021,53 AMG TCT 9G-Speedshift AMG 4MATIC+,114750,240,False
MERCEDES,GLE-Coupé,2021,63 AMG S TCT 9G-Speedshift AMG 4MATIC+,16550,277,False
MERCEDES,GLE-Coupé,2021,350 e 9G-Tronic 4MATIC AMG Line,98800,20,False
MERCEDES,GLE-Coupé,2021,400 d 9G-Tronic 4MATIC AMG Line,84100,195,False
MERCEDES,GLE-Coupé,2021,350 de 9G-Tronic 4MATIC AMG Line,99400,18,False
MERCEDES,GLE-Coupé,2019,450 AMG 4MATIC Coupé 9G-Tronic,,209,False
MERCEDES,GLE-Coupé,2019,400 4MATIC Coupé 9G-Tronic,,240,False
MERCEDES,GLE-Coupé,2019,400 4MATIC Executive 9G-Tronic,,240,False
MERCEDES,GLE-Coupé,2019,400 4MATIC Sportline 9G-Tronic,,240,False
MERCEDES,GLE-Coupé,2019,400 4MATIC Fascination 9G-Tronic,,240,False
MERCEDES,GLE-Coupé,2019,500 4MATIC Executive 9G-Tronic,,251,False
MERCEDES,GLE-Coupé,2019,500 4MATIC Sportline 9G-Tronic,,251,False
MERCEDES,GLE-Coupé,2019,500 4MATIC Fascination 9G-Tronic,,251,False
MERCEDES,GLE-Coupé,2019,AMG 43 4MATIC 9G-Tronic Speedshift,,219,False
MERCEDES,GLE-Coupé,2019,350 d 4MATIC Coupé 9G-Tronic,,207,False
MERCEDES,GLE-Coupé,2019,350 d 4MATIC Executive 9G-Tronic,,207,False
MERCEDES,GLE-Coupé,2019,350 d 4MATIC Sportline 9G-Tronic,,207,False
MERCEDES,GLE-Coupé,2019,350 d 4MATIC Fascination 9G-Tronic,,202,False
MERCEDES,GLE-Coupé,2019,43 AMG 4MATIC 9G-Tronic,,248,False
MERCEDES,GLE-Coupé,2019,63 AMG 4MATIC 7G-Tronic Speedshift,,321,False
MERCEDES,GLE-Coupé,2019,63 AMG S 4MATIC 7G-Tronic Speedshift,,321,False
MERCEDES,GLS,2021,580 EQ Boost 4MATIC 9G-Tronic Executive,,263,False
MERCEDES,GLS,2021,580 EQ Boost 4MATIC 9G-Tronic AMG Line,,263,False
MERCEDES,GLS,2021,63 AMG TCT 9G-Speedshift AMG 4MATIC+,,273,False
MERCEDES,GLS,2021,400 d 4MATIC 9G-Tronic Executive,,225,False
MERCEDES,GLS,2021,400 d 4MATIC 9G-Tronic AMG Line,,225,False
MERCEDES,GLS,2020,580 EQ Boost 4MATIC 9G-Tronic Executive,,263,False
MERCEDES,GLS,2020,580 EQ Boost 4MATIC 9G-Tronic AMG Line,,263,False
MERCEDES,GLS,2020,63 AMG TCT 9G-Speedshift AMG 4MATIC+,,273,False
MERCEDES,GLS,2020,400 d 4MATIC 9G-Tronic Executive,,225,False
MERCEDES,GLS,2020,400 d 4MATIC 9G-Tronic AMG Line,,225,False
MERCEDES,GLS-Maybach,2021,600 4MATIC 9G-Tronic,181800,296,False
MERCEDES,GLS-Maybach,2020,600 4MATIC 9G-Tronic,181800,296,False
MERCEDES,SL,2020,400 9G-Tronic,,208,False
MERCEDES,SL,2020,400 Executive 9G-Tronic,,208,False
MERCEDES,SL,2020,500 Executive 9G-Tronic,,226,False
MERCEDES,SL,2020,63 AMG 7 Speedshift MCT,,263,False
MERCEDES,SL,2020,65 AMG 7 Speedshift MCT,,279,False
MERCEDES,SL,2019,400 9G-Tronic,,208,False
MERCEDES,SL,2019,400 Executive 9G-Tronic,,208,False
MERCEDES,SL,2019,500 Executive 9G-Tronic,,226,False
MERCEDES,SL,2019,63 AMG 7 Speedshift MCT,,263,False
MERCEDES,SL,2019,65 AMG 7 Speedshift MCT,,279,False
MERCEDES,SLC,2020,180 SLC,,145,False
MERCEDES,SLC,2020,180 Fascination,,145,False
MERCEDES,SLC,2020,180 SLC 9G-Tronic,,142,False
MERCEDES,SLC,2020,180 Executive 9G-Tronic,,142,False
MERCEDES,SLC,2020,180 Fascination 9G-Tronic,,142,False
MERCEDES,SLC,2020,200 SLC,,159,False
MERCEDES,SLC,2020,200 Fascination,,159,False
MERCEDES,SLC,2020,200 SLC 9G-Tronic,,166,False
MERCEDES,SLC,2020,200 Executive 9G-Tronic,,166,False
MERCEDES,SLC,2020,200 Fascination 9G-Tronic,,166,False
MERCEDES,SLC,2020,300 SLC 9G-Tronic,,172,False
MERCEDES,SLC,2020,300 Executive 9G-Tronic,,172,False
MERCEDES,SLC,2020,300 Fascination 9G-Tronic,,172,False
MERCEDES,SLC,2020,250 d SLC 9G-Tronic,,117,False
MERCEDES,SLC,2020,250 d Executive 9G-Tronic,,117,False
MERCEDES,SLC,2020,250 d Fascination 9G-Tronic,,114,False
MERCEDES,SLC,2020,250 d Sportline 9G-Tronic,,123,False
MERCEDES,SLC,2020,180 Executive,,145,False
MERCEDES,SLC,2020,180 Sportline,,145,False
MERCEDES,SLC,2020,180 Sportline 9G-Tronic,,142,False
MERCEDES,SLC,2020,200 Executive,,159,False
MERCEDES,SLC,2020,200 Sportline,,159,False
MERCEDES,SLC,2020,200 Sportline 9G-Tronic,,166,False
MERCEDES,SLC,2020,300 Sportline 9G-Tronic,,172,False
MERCEDES,SLC,2020,43 AMG 9G-Tronic,,197,False
MERCEDES,SLC,2019,180 SLC,,145,False
MERCEDES,SLC,2019,180 Fascination,,145,False
MERCEDES,SLC,2019,180 SLC 9G-Tronic,,142,False
MERCEDES,SLC,2019,180 Executive 9G-Tronic,,142,False
MERCEDES,SLC,2019,180 Fascination 9G-Tronic,,142,False
MERCEDES,SLC,2019,200 SLC,,159,False
MERCEDES,SLC,2019,200 Fascination,,159,False
MERCEDES,SLC,2019,200 SLC 9G-Tronic,,166,False
MERCEDES,SLC,2019,200 Executive 9G-Tronic,,166,False
MERCEDES,SLC,2019,200 Fascination 9G-Tronic,,166,False
MERCEDES,SLC,2019,300 SLC 9G-Tronic,,172,False
MERCEDES,SLC,2019,300 Executive 9G-Tronic,,172,False
MERCEDES,SLC,2019,300 Fascination 9G-Tronic,,172,False
MERCEDES,SLC,2019,250 d SLC 9G-Tronic,,117,False
MERCEDES,SLC,2019,250 d Executive 9G-Tronic,,117,False
MERCEDES,SLC,2019,250 d Fascination 9G-Tronic,,114,False
MERCEDES,SLC,2019,250 d Sportline 9G-Tronic,,123,False
MERCEDES,SLC,2019,180 Executive,,145,False
MERCEDES,SLC,2019,180 Sportline,,145,False
MERCEDES,SLC,2019,180 Sportline 9G-Tronic,,142,False
MERCEDES,SLC,2019,200 Executive,,159,False
MERCEDES,SLC,2019,200 Sportline,,159,False
MERCEDES,SLC,2019,200 Sportline 9G-Tronic,,166,False
MERCEDES,SLC,2019,300 Sportline 9G-Tronic,,172,False
MERCEDES,SLC,2019,43 AMG 9G-Tronic,,197,False
MG,EHS-Hybride-Rechargeable,2021,1.5 T GDI Confort,34490,43,False
MG,EHS-Hybride-Rechargeable,2021,1.5 T GDI Luxury,36990,43,False
MG,Marvel-R,2021,132 kW 70 kWh 2WD Comfort,,0,True
MG,Marvel-R,2021,132 kW 70 kWh 2WD Luxury,44990,0,True
MG,Marvel-R,2021,212 kW 70 kWh 4WD Performance,49990,0,True
MG,ZS-EV,2021,"105 kW 44,5 kWh Comfort",,0,True
MG,ZS-EV,2021,"105 kW 44,5 kWh Luxury",,0,True
MG,ZS-EV,2020,"105 kW 44,5 kWh Comfort",,0,True
MG,ZS-EV,2020,"105 kW 44,5 kWh Luxury",,0,True
MINI,Cabriolet,2020,1.5 One 102,,138,False
MINI,Cabriolet,2020,1.5 Cooper 136,,138,False
MINI,Cabriolet,2020,1.5 Cooper 136 BVA7,,140,False
MINI,Cabriolet,2020,2.0 Cooper S 192,,145,False
MINI,Cabriolet,2020,2.0 Cooper S 192 BVA7,,148,False
MINI,Cabriolet,2020,2.0 John Cooper Works 231,,161,False
MINI,Cabriolet,2020,2.0 John Cooper Works 231 BVA8,20192,154,False
MINI,Cabriolet,2020,1.5 Cooper D 116,,111,False
MINI,Cabriolet,2020,1.5 Cooper D 116 BVA7,,109,False
MINI,Cabriolet,2020,2.0 Cooper SD 170 BVA7,,114,False
MINI,Cabriolet,2020,2.0 Cooper S 178,,151,False
MINI,Cabriolet,2020,2.0 Cooper S 178 BVA7,,146,False
MINI,Cabriolet,2019,1.5 One 102,,138,False
MINI,Cabriolet,2019,1.5 Cooper 136,,138,False
MINI,Cabriolet,2019,1.5 Cooper 136 BVA7,,140,False
MINI,Cabriolet,2019,2.0 Cooper S 192,,145,False
MINI,Cabriolet,2019,2.0 Cooper S 192 BVA7,,148,False
MINI,Cabriolet,2019,2.0 John Cooper Works 231,,161,False
MINI,Cabriolet,2019,2.0 John Cooper Works 231 BVA8,20192,154,False
MINI,Cabriolet,2019,1.5 Cooper D 116,,111,False
MINI,Cabriolet,2019,1.5 Cooper D 116 BVA7,,109,False
MINI,Cabriolet,2019,2.0 Cooper SD 170 BVA7,,114,False
MINI,Cabriolet,2019,2.0 Cooper S 178,,151,False
MINI,Cabriolet,2019,2.0 Cooper S 178 BVA7,,146,False
MINI,Clubman,2021,1.5 One,27400,136,False
MINI,Clubman,2021,1.5 One BVA7,29600,139,False
MINI,Clubman,2021,1.5 Cooper,29400,136,False
MINI,Clubman,2021,1.5 Cooper BVA7,,148,False
MINI,Clubman,2021,2.0 Cooper S,,156,False
MINI,Clubman,2021,2.0 Cooper S BVA7,35900,144,False
MINI,Clubman,2021,2.0 Cooper S ALL4 BVA8,,162,False
MINI,Clubman,2021,2.0 John Cooper Works ALL4 BVA8,,169,False
MINI,Clubman,2021,1.5 One D,30400,122,False
MINI,Clubman,2021,1.5 One D BVA7,32600,125,False
MINI,Clubman,2021,2.0 Cooper D,32400,125,False
MINI,Clubman,2021,2.0 Cooper D BVA8,34600,129,False
MINI,Clubman,2021,2.0 Cooper SD BVA8,,113,False
MINI,Clubman,2021,2.0 Cooper SD ALL4 BVA8,39900,142,False
MINI,Clubman,2020,1.5 One,27400,136,False
MINI,Clubman,2020,1.5 One BVA7,29600,139,False
MINI,Clubman,2020,1.5 Cooper,29400,136,False
MINI,Clubman,2020,1.5 Cooper BVA7,,148,False
MINI,Clubman,2020,2.0 Cooper S,,156,False
MINI,Clubman,2020,2.0 Cooper S BVA7,35900,144,False
MINI,Clubman,2020,2.0 Cooper S ALL4 BVA8,,162,False
MINI,Clubman,2020,2.0 John Cooper Works ALL4 BVA8,,169,False
MINI,Clubman,2020,1.5 One D,30400,122,False
MINI,Clubman,2020,1.5 One D BVA7,32600,125,False
MINI,Clubman,2020,2.0 Cooper D,32400,125,False
MINI,Clubman,2020,2.0 Cooper D BVA8,34600,129,False
MINI,Clubman,2020,2.0 Cooper SD BVA8,,113,False
MINI,Clubman,2020,2.0 Cooper SD ALL4 BVA8,39900,142,False
MINI,Countryman,2021,1.5 One,,140,False
MINI,Countryman,2021,1.5 One BVA7,31100,141,False
MINI,Countryman,2021,1.5 Cooper,30900,142,False
MINI,Countryman,2021,1.5 Cooper BVA7,33100,143,False
MINI,Countryman,2021,1.5 Cooper ALL4 BVA8,,164,False
MINI,Countryman,2021,2.0 Cooper S,35600,151,False
MINI,Countryman,2021,2.0 Cooper S BVA7,37800,146,False
MINI,Countryman,2021,2.0 Cooper S ALL4 BVA8,39800,158,False
MINI,Countryman,2021,2.0 Cooper SE ALL4 BVA6,42100,39,False
MINI,Countryman,2021,1.5 One D,31900,128,False
MINI,Countryman,2021,1.5 One D BVA7,34100,128,False
MINI,Countryman,2021,2.0 Cooper D,33900,124,False
MINI,Countryman,2021,2.0 Cooper D BVA8,36100,131,False
MINI,Countryman,2021,2.0 Cooper D ALL4 BVA8,,141,False
MINI,Countryman,2021,2.0 Cooper SD BVA8,,135,False
MINI,Countryman,2021,2.0 Cooper SD ALL4 BVA8,41800,141,False
MINI,Countryman,2021,John Cooper Works ALL4 BVA8,48400,174,False
MINI,Countryman,2019,John Cooper Works BVA,,158,False
MINI,Countryman,2019,2.0 Cooper SE ALL4 BVA,,49,False
MINI,Countryman,2019,1.5 One D,,129,False
MINI,Countryman,2019,2.0 Cooper D,,130,False
MINI,Countryman,2019,2.0 Cooper D BVA,,115,False
MINI,Countryman,2019,2.0 Cooper D ALL4,,145,False
MINI,Countryman,2019,2.0 Cooper D ALL4 BVA,,126,False
MINI,Countryman,2019,2.0 Cooper SD BVA,,121,False
MINI,Countryman,2019,1.2 One,,126,False
MINI,Countryman,2019,1.2 One BVA6,,126,False
MINI,Countryman,2019,1.5 Cooper,,149,False
MINI,Countryman,2019,1.5 Cooper BVA6,,126,False
MINI,Countryman,2019,1.5 Cooper ALL4,,161,False
MINI,Countryman,2019,1.5 Cooper ALL4 BVA8,,164,False
MINI,Countryman,2019,2.0 Cooper S,,157,False
MINI,Countryman,2019,2.0 Cooper S BVA8,,137,False
MINI,Countryman,2019,2.0 Cooper S ALL4,,159,False
MINI,Countryman,2019,2.0 Cooper S ALL4 BVA8,,172,False
MINI,Countryman,2019,John Cooper Works,,169,False
MINI,Countryman,2019,John Cooper Works BVA8,,158,False
MINI,Countryman,2019,1.5 One,,147,False
MINI,Countryman,2019,1.5 One BVA7,,152,False
MINI,Countryman,2019,1.5 Cooper BVA7,,152,False
MINI,Countryman,2019,2.0 Cooper S BVA7,,156,False
MINI,Countryman,2019,1.5 One D BVA7,,129,False
MINI,Countryman,2019,2.0 Cooper D BVA8,,136,False
MINI,Countryman,2019,2.0 Cooper D ALL4 BVA8,,145,False
MINI,Countryman,2019,2.0 Cooper SD BVA8,,139,False
MINI,Countryman,2019,2.0 Cooper SD ALL4 BVA8,,146,False
MINI,Countryman,2019,2.0 John Cooper Works BVA8,,156,False
MINI,Countryman,2019,2.0 Cooper SE ALL4 BVA6,,40,False
MINI,Mini,2020,1.5 One 75,,128,False
MINI,Mini,2020,1.5 One 102,,128,False
MINI,Mini,2020,1.5 One 102 BVA7,,129,False
MINI,Mini,2020,1.5 Cooper 136,,128,False
MINI,Mini,2020,1.5 Cooper 136 BVA7,,130,False
MINI,Mini,2020,2.0 Cooper S 192,,146,False
MINI,Mini,2020,2.0 Cooper S 192 BVA7,,141,False
MINI,Mini,2020,2.0 John Cooper Works 231,,162,False
MINI,Mini,2020,2.0 John Cooper Works 231 BVA8,,142,False
MINI,Mini,2020,1.5 One D 95,,99,False
MINI,Mini,2020,1.5 Cooper D 116,,102,False
MINI,Mini,2020,1.5 Cooper D 116 BVA7,,99,False
MINI,Mini,2020,2.0 Cooper SD 10 BVA8,,110,False
MINI,Mini,2020,2.0 Cooper S 178,,235,False
MINI,Mini,2020,2.0 Cooper S 178 BVA7,,233,False
MINI,Mini,2019,1.5 One 75,,128,False
MINI,Mini,2019,1.5 One 102,,128,False
MINI,Mini,2019,1.5 One 102 BVA7,,129,False
MINI,Mini,2019,1.5 Cooper 136,,128,False
MINI,Mini,2019,1.5 Cooper 136 BVA7,,130,False
MINI,Mini,2019,2.0 Cooper S 192,,146,False
MINI,Mini,2019,2.0 Cooper S 192 BVA7,,141,False
MINI,Mini,2019,2.0 John Cooper Works 231,,162,False
MINI,Mini,2019,2.0 John Cooper Works 231 BVA8,,142,False
MINI,Mini,2019,1.5 One D 95,,99,False
MINI,Mini,2019,1.5 Cooper D 116,,102,False
MINI,Mini,2019,1.5 Cooper D 116 BVA7,,99,False
MINI,Mini,2019,2.0 Cooper SD 10 BVA8,,110,False
MINI,Mini,2019,2.0 Cooper S 178,,235,False
MINI,Mini,2019,2.0 Cooper S 178 BVA7,,233,False
MINI,Mini-5-portes,2020,1.5 One 75,,130,False
MINI,Mini-5-portes,2020,1.5 One 102,,130,False
MINI,Mini-5-portes,2020,1.5 One 102 BVA7,,131,False
MINI,Mini-5-portes,2020,1.5 Cooper 136,,131,False
MINI,Mini-5-portes,2020,1.5 Cooper 136 BVA7,,132,False
MINI,Mini-5-portes,2020,2.0 Cooper S 192,,148,False
MINI,Mini-5-portes,2020,2.0 Cooper S 192 BVA7,,142,False
MINI,Mini-5-portes,2020,1.5 One D 95,,101,False
MINI,Mini-5-portes,2020,1.5 Cooper D 116,,103,False
MINI,Mini-5-portes,2020,1.5 Cooper D 116 BVA7,,103,False
MINI,Mini-5-portes,2020,2.0 Cooper SD 170 BVA8,,110,False
MINI,Mini-5-portes,2020,2.0 Cooper S 178,,146,False
MINI,Mini-5-portes,2020,2.0 Cooper S 178 BVA7,,141,False
MINI,Mini-5-portes,2019,1.5 One 75,,130,False
MINI,Mini-5-portes,2019,1.5 One 102,,130,False
MINI,Mini-5-portes,2019,1.5 One 102 BVA7,,131,False
MINI,Mini-5-portes,2019,1.5 Cooper 136,,131,False
MINI,Mini-5-portes,2019,1.5 Cooper 136 BVA7,,132,False
MINI,Mini-5-portes,2019,2.0 Cooper S 192,,148,False
MINI,Mini-5-portes,2019,2.0 Cooper S 192 BVA7,,142,False
MINI,Mini-5-portes,2019,1.5 One D 95,,101,False
MINI,Mini-5-portes,2019,1.5 Cooper D 116,,103,False
MINI,Mini-5-portes,2019,1.5 Cooper D 116 BVA7,,103,False
MINI,Mini-5-portes,2019,2.0 Cooper SD 170 BVA8,,110,False
MINI,Mini-5-portes,2019,2.0 Cooper S 178,,146,False
MINI,Mini-5-portes,2019,2.0 Cooper S 178 BVA7,,141,False
MINI,Mini-Electric,2020,Cooper SE Business,,0,True
MINI,Mini-Electric,2020,Cooper SE Greenwich,,0,True
MINI,Mini-Electric,2020,Cooper SE Yours,,0,True
MITSUBISHI,ASX,2019,1.6 115 2WD Intense Navi Connect,,132,False
MITSUBISHI,ASX,2019,1.6 DI-D 115 2WD Invite,,119,False
MITSUBISHI,ASX,2019,1.6 DI-D 115 2WD Intense Navi Connect,,119,False
MITSUBISHI,ASX,2019,1.6 DI-D 115 4WD Invite,,132,False
MITSUBISHI,ASX,2019,1.6 DI-D 115 4WD Intense Navi Connect,,132,False
MITSUBISHI,ASX,2019,2.2 DI-D 150 4WD Intense Navi Connect BVA,,152,False
MITSUBISHI,ASX,2019,1.6 115 2WD Invite,,131,False
MITSUBISHI,ASX,2019,1.6 115 2WD Intense,,132,False
MITSUBISHI,ASX,2019,1.6 115 2WD Invite Style,,141,False
MITSUBISHI,ASX,2019,1.6 115 2WD Black Collection,,152,False
MITSUBISHI,ASX,2019,1.6 DI-D 115 2WD Black Collection,,119,False
MITSUBISHI,ASX,2019,1.6 DI-D 115 4WD Black Collection,,132,False
MITSUBISHI,ASX,2019,1.6 117 2WD Invite Style,,151,False
MITSUBISHI,ASX,2019,1.6 117 2WD Black Collection,,165,False
MITSUBISHI,Eclipse-Cross,2021,2.4 Twin Motor 4WD Invite,40390,46,False
MITSUBISHI,Eclipse-Cross,2021,2.4 Twin Motor 4WD Intense,43490,46,False
MITSUBISHI,Eclipse-Cross,2021,2.4 Twin Motor 4WD Intense Edition,44990,46,False
MITSUBISHI,Eclipse-Cross,2021,2.4 Twin Motor 4WD Instyle,47390,46,False
MITSUBISHI,Eclipse-Cross,2021,2.4 Twin Motor 4WD Business,43390,46,False
MITSUBISHI,Eclipse-Cross,2021,2.4 Twin Motor 4WD Intense Style,44990,46,False
MITSUBISHI,Eclipse-Cross,2021,2.4 Twin Motor 4WD Intense Design,45390,46,False
MITSUBISHI,Eclipse-Cross,2020,1.5 163 Invite 2WD,,170,False
MITSUBISHI,Eclipse-Cross,2020,1.5 163 Intense 2WD,,177,False
MITSUBISHI,Eclipse-Cross,2020,1.5 163 Instyle 2WD,,177,False
MITSUBISHI,Eclipse-Cross,2020,1.5 163 Instyle 2WD CVT,,185,False
MITSUBISHI,Eclipse-Cross,2020,1.5 163 Instyle 4WD CVT,,159,False
MITSUBISHI,Eclipse-Cross,2020,1.5 163 Black Collection 2WD,,177,False
MITSUBISHI,Eclipse-Cross,2020,1.5 163 Black Collection+ 2WD,,177,False
MITSUBISHI,Eclipse-Cross,2020,1.5 163 Black Collection 2WD CVT,,185,False
MITSUBISHI,Eclipse-Cross,2020,1.5 163 Black Collection+ 2WD CVT,,185,False
MITSUBISHI,Eclipse-Cross,2019,1.5 163 Invite 2WD,,170,False
MITSUBISHI,Eclipse-Cross,2019,1.5 163 Intense 2WD,,177,False
MITSUBISHI,Eclipse-Cross,2019,1.5 163 Instyle 2WD,,177,False
MITSUBISHI,Eclipse-Cross,2019,1.5 163 Instyle 2WD CVT,,185,False
MITSUBISHI,Eclipse-Cross,2019,1.5 163 Instyle 4WD CVT,,159,False
MITSUBISHI,Eclipse-Cross,2019,1.5 163 Black Collection 2WD,,177,False
MITSUBISHI,Eclipse-Cross,2019,1.5 163 Black Collection+ 2WD,,177,False
MITSUBISHI,Eclipse-Cross,2019,1.5 163 Black Collection 2WD CVT,,185,False
MITSUBISHI,Eclipse-Cross,2019,1.5 163 Black Collection+ 2WD CVT,,185,False
MITSUBISHI,L200-Club-Cabine,2021,2.2 DI-D 150 AS&G 4WD Invite,33290,226,False
MITSUBISHI,L200-Club-Cabine,2021,2.2 DI-D 150 AS&G 4WD Intense,35990,231,False
MITSUBISHI,L200-Club-Cabine,2021,2.2 DI-D 150 AS&G 4WD Instyle,,231,False
MITSUBISHI,L200-Club-Cabine,2021,2.2 DI-D 150 AS&G 4WD Intense Navi,36490,231,False
MITSUBISHI,L200-Club-Cabine,2021,2.2 DI-D 150 AS&G 4WD Instyle Navi,28890,231,False
MITSUBISHI,L200-Club-Cabine,2020,2.2 DI-D 150 AS&G 4WD Invite,33290,226,False
MITSUBISHI,L200-Club-Cabine,2020,2.2 DI-D 150 AS&G 4WD Intense,35990,231,False
MITSUBISHI,L200-Club-Cabine,2020,2.2 DI-D 150 AS&G 4WD Instyle,,231,False
MITSUBISHI,L200-Club-Cabine,2020,2.2 DI-D 150 AS&G 4WD Intense Navi,36490,231,False
MITSUBISHI,L200-Club-Cabine,2020,2.2 DI-D 150 AS&G 4WD Instyle Navi,28890,231,False
MITSUBISHI,L200-Double-Cabine,2021,2.2 DI-D 150 AS&G 4WD Invite,,226,False
MITSUBISHI,L200-Double-Cabine,2021,2.2 DI-D 150 BVA AS&G 4WD Intense,,254,False
MITSUBISHI,L200-Double-Cabine,2021,2.2 DI-D 150 BVA AS&G 4WD Instyle,,254,False
MITSUBISHI,L200-Double-Cabine,2020,2.2 DI-D 150 AS&G 4WD Invite,,226,False
MITSUBISHI,L200-Double-Cabine,2020,2.2 DI-D 150 BVA AS&G 4WD Intense,,254,False
MITSUBISHI,L200-Double-Cabine,2020,2.2 DI-D 150 BVA AS&G 4WD Instyle,,254,False
MITSUBISHI,Outlander-PHEV,2020,2.4 Twin Motor 4WD Invite,,40,False
MITSUBISHI,Outlander-PHEV,2020,2.4 Twin Motor 4WD Business,,46,False
MITSUBISHI,Outlander-PHEV,2020,2.4 Twin Motor 4WD Intense,,46,False
MITSUBISHI,Outlander-PHEV,2020,2.4 Twin Motor 4WD Instyle,,46,False
MITSUBISHI,Outlander-PHEV,2019,2.4 Twin Motor 4WD Invite,,40,False
MITSUBISHI,Outlander-PHEV,2019,2.4 Twin Motor 4WD Business,,46,False
MITSUBISHI,Outlander-PHEV,2019,2.4 Twin Motor 4WD Intense,,46,False
MITSUBISHI,Outlander-PHEV,2019,2.4 Twin Motor 4WD Instyle,,46,False
MITSUBISHI,Pajero-Court,2019,3.2 DI-D 200 Invite,,207,False
MITSUBISHI,Pajero-Court,2019,3.2 DI-D 200 Intense,,207,False
MITSUBISHI,Pajero-Court,2019,3.2 DI-D 200 Instyle BVA,,216,False
MITSUBISHI,Pajero-Court,2019,3.2 DI-D 190 Invite BVA,,238,False
MITSUBISHI,Pajero-Court,2019,3.2 DI-D 190 Intense BVA,,238,False
MITSUBISHI,Pajero-Court,2019,3.2 DI-D 190 Instyle BVA,,238,False
MITSUBISHI,Pajero-Long,2019,3.2 DI-D 200 Invite,,213,False
MITSUBISHI,Pajero-Long,2019,3.2 DI-D 200 Instyle BVA,,224,False
MITSUBISHI,Pajero-Long,2019,3.2 DI-D 190 Invite BVA,,245,False
MITSUBISHI,Pajero-Long,2019,3.2 DI-D 190 Instyle BVA,,245,False
MITSUBISHI,Space-Star,2021,1.0 MIVEC 71 AS&G In,12590,112,False
MITSUBISHI,Space-Star,2021,1.0 MIVEC 71 AS&G Invite,13390,112,False
MITSUBISHI,Space-Star,2021,1.2 MIVEC 80 AS&G Intense,16290,116,False
MITSUBISHI,Space-Star,2021,1.2 MIVEC 80 AS&G Red Line Edition,15090,116,False
MITSUBISHI,Space-Star,2021,1.2 MIVEC 80 CVT AS&G Intense,17290,125,False
MITSUBISHI,Space-Star,2021,1.2 MIVEC 80 CVT AS&G Red Line Edition,16090,125,False
MITSUBISHI,Space-Star,2021,1.2 MIVEC 80 AS&G Invite,,121,False
MITSUBISHI,Space-Star,2021,1.0 MIVEC 71 AS&G Inform,1071,1071,False
MITSUBISHI,Space-Star,2021,1.0 MIVEC 71 AS&G Intense,16490,116,False
MITSUBISHI,Space-Star,2021,1.0 MIVEC 71 CVT AS&G Intense,17490,125,False
MITSUBISHI,Space-Star,2021,1.0 MIVEC 71 AS&G Red Line Edition,15290,116,False
MITSUBISHI,Space-Star,2021,1.0 MIVEC 71 CVT AS&G Red Line Edition,16290,125,False
MITSUBISHI,Space-Star,2019,1.0 MIVEC 71 In,,96,False
MITSUBISHI,Space-Star,2019,1.0 MIVEC 71 AS&G Invite,,92,False
MITSUBISHI,Space-Star,2019,1.2 MIVEC 80 AS&G Intense,,96,False
MITSUBISHI,Space-Star,2019,1.2 MIVEC 80 AS&G Intense CVT,,95,False
MITSUBISHI,Space-Star,2019,1.0 MIVEC 71 AS&G Sélection Invite,,92,False
MITSUBISHI,Space-Star,2019,1.2 MIVEC 80 AS&G Sélection Intense,,96,False
MITSUBISHI,Space-Star,2019,1.2 MIVEC 80 AS&G Sélection Intense CVT,,95,False
MITSUBISHI,Space-Star,2019,1.2 MIVEC 80 AS&G Invite,,117,False
MITSUBISHI,Space-Star,2019,1.2 MIVEC 80 AS&G Intense Navi Connect,,100,False
MITSUBISHI,Space-Star,2019,1.2 MIVEC 80 AS&G Intense Navi Connect CVT,,99,False
MITSUBISHI,Space-Star,2019,1.2 MIVEC 80 AS&G In,,96,False
