,,,price,CO2_emissions,url,is_electric,autonomous_range
RENAULT,Twingo-Electric,60 kW Vibes,26450,0,https://www.latribuneauto.com/caracteristiques-voitures-neuves/RENAULT/modele/Twingo-Electric,True,180
RENAULT,Zoe,R110 Life (Hors location de batterie),24400,0,https://www.latribuneauto.com/caracteristiques-voitures-neuves/RENAULT/modele/Zoe,True,395
RENAULT,Zoe,R110 Zen (Hors location de batterie),26100,0,https://www.latribuneauto.com/caracteristiques-voitures-neuves/RENAULT/modele/Zoe,True,395
RENAULT,Zoe,R110 Intens (Hors location de batterie),28100,0,https://www.latribuneauto.com/caracteristiques-voitures-neuves/RENAULT/modele/Zoe,True,395
RENAULT,Zoe,R110 Life (Achat intégral),32500,0,https://www.latribuneauto.com/caracteristiques-voitures-neuves/RENAULT/modele/Zoe,True,395
RENAULT,Zoe,R110 Zen (Achat intégral),34200,0,https://www.latribuneauto.com/caracteristiques-voitures-neuves/RENAULT/modele/Zoe,True,395
RENAULT,Zoe,R110 Intens (Achat intégral),36200,0,https://www.latribuneauto.com/caracteristiques-voitures-neuves/RENAULT/modele/Zoe,True,395
RENAULT,Zoe,R135 Zen (Hors location de batterie),26700,0,https://www.latribuneauto.com/caracteristiques-voitures-neuves/RENAULT/modele/Zoe,True,386
RENAULT,Zoe,R135 Intens (Hors location de batterie),28700,0,https://www.latribuneauto.com/caracteristiques-voitures-neuves/RENAULT/modele/Zoe,True,386
RENAULT,Zoe,R135 Zen (Achat intégral),34800,0,https://www.latribuneauto.com/caracteristiques-voitures-neuves/RENAULT/modele/Zoe,True,386
RENAULT,Zoe,R135 Intens (Achat intégral),36800,0,https://www.latribuneauto.com/caracteristiques-voitures-neuves/RENAULT/modele/Zoe,True,386
RENAULT,Zoe,R135 Exception (Hors location de batterie),30700,0,https://www.latribuneauto.com/caracteristiques-voitures-neuves/RENAULT/modele/Zoe,True,386
RENAULT,Zoe,R135 Exception (Achat intégral),38800,0,https://www.latribuneauto.com/caracteristiques-voitures-neuves/RENAULT/modele/Zoe,True,386
ROLLS-ROYCE,Cullinan,V12 6.75,324000,344,https://www.latribuneauto.com/caracteristiques-voitures-neuves/ROLLS-ROYCE/modele/Cullinan,False,
ROLLS-ROYCE,Dawn,V12 6.6,345420,372,https://www.latribuneauto.com/caracteristiques-voitures-neuves/ROLLS-ROYCE/modele/Dawn,False,
ROLLS-ROYCE,Ghost,6.6,291600,367,https://www.latribuneauto.com/caracteristiques-voitures-neuves/ROLLS-ROYCE/modele/Ghost,False,
ROLLS-ROYCE,Phantom,V12 6.75,453600,341,https://www.latribuneauto.com/caracteristiques-voitures-neuves/ROLLS-ROYCE/modele/Phantom,False,
ROLLS-ROYCE,Phantom-Limousine,V12 6.75,543600,344,https://www.latribuneauto.com/caracteristiques-voitures-neuves/ROLLS-ROYCE/modele/Phantom-Limousine,False,
ROLLS-ROYCE,Wraith,V12 6.6,308400,357,https://www.latribuneauto.com/caracteristiques-voitures-neuves/ROLLS-ROYCE/modele/Wraith,False,
SEAT,Arona,1.0 TSI 95 Start/Stop Reference,17990,124,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Arona,False,
SEAT,Arona,1.0 TSI 95 Start/Stop Style,21460,124,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Arona,False,
SEAT,Arona,1.0 TSI 95 Start/Stop Xperience,24360,124,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Arona,False,
SEAT,Arona,1.0 TSI 110 Start/Stop Style,21960,119,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Arona,False,
SEAT,Arona,1.0 TSI 110 Start/Stop Xperience,24860,119,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Arona,False,
SEAT,Arona,1.0 TSI 110 Start/Stop FR,25860,119,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Arona,False,
SEAT,Arona,1.0 TSI 110 DSG7 Start/Stop Style,23460,133,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Arona,False,
SEAT,Arona,1.0 TSI 110 DSG7 Start/Stop Xperience,26360,133,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Arona,False,
SEAT,Arona,1.0 TSI 110 DSG7 Start/Stop FR,27360,133,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Arona,False,
SEAT,Arona,1.5 TSI ACT 150 DSG7 Start/Stop Xperience,27660,140,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Arona,False,
SEAT,Arona,1.5 TSI ACT 150 DSG7 Start/Stop FR,28660,140,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Arona,False,
SEAT,Arona,1.0 TSI 95 Start/Stop Urban,22830,124,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Arona,False,
SEAT,Arona,1.0 TGI 90 Start/Stop Style,23660,103,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Arona,False,
SEAT,Arona,1.0 TGI 90 Start/Stop Xperience,26560,103,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Arona,False,
SEAT,Ateca,1.0 TSI 110 Reference,23900,137,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Ateca,False,
SEAT,Ateca,1.0 TSI 110 Style,27400,137,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Ateca,False,
SEAT,Ateca,1.5 TSI 150 Reference,29000,142,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Ateca,False,
SEAT,Ateca,1.5 TSI 150 Style,33270,142,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Ateca,False,
SEAT,Ateca,1.5 TSI 150 Xperience,35420,142,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Ateca,False,
SEAT,Ateca,1.5 TSI 150 DSG7 Reference,30600,149,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Ateca,False,
SEAT,Ateca,1.5 TSI 150 DSG7 Style,34870,149,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Ateca,False,
SEAT,Ateca,1.5 TSI 150 DSG7 Xperience,37020,149,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Ateca,False,
SEAT,Ateca,2.0 TSI 190 DSG7 4Drive Xperience,39070,182,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Ateca,False,
SEAT,Ateca,2.0 TSI 190 DSG7 4Drive FR,41220,182,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Ateca,False,
SEAT,Ateca,1.0 TSI 110 Urban,28690,146,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Ateca,False,
SEAT,Ateca,2.0 TDI 115 Style,31300,128,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Ateca,False,
SEAT,Ateca,2.0 TDI 115 Xperience,35370,128,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Ateca,False,
SEAT,Ateca,2.0 TDI 150 Style,33100,126,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Ateca,False,
SEAT,Ateca,2.0 TDI 150 Xperience,37170,126,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Ateca,False,
SEAT,Ateca,2.0 TDI 150 FR,39320,126,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Ateca,False,
SEAT,Ateca,2.0 TDI 150 DSG7 Style,34700,130,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Ateca,False,
SEAT,Ateca,2.0 TDI 150 DSG7 Xperience,38770,130,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Ateca,False,
SEAT,Ateca,2.0 TDI 150 DSG7 FR,40920,130,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Ateca,False,
SEAT,Ateca,2.0 TDI 150 DSG7 4Drive Style,37100,151,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Ateca,False,
SEAT,Ateca,2.0 TDI 150 DSG7 4Drive Xperience,41170,151,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Ateca,False,
SEAT,Ateca,2.0 TDI 150 DSG7 4Drive FR,43320,151,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Ateca,False,
SEAT,Ateca,2.0 TDI 115 Urban,32590,135,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Ateca,False,
SEAT,Ateca,2.0 TDI 150 Urban,34390,131,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Ateca,False,
SEAT,Ateca,2.0 TDI 150 DSG7 Urban,35990,136,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Ateca,False,
SEAT,Ibiza,1.0 MPI 80 Start/Stop Reference,16215,1080,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Ibiza,False,
SEAT,Ibiza,1.0 EcoTSI 95 Start/Stop Xcellence,20815,118,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Ibiza,False,
SEAT,Ibiza,1.0 EcoTSI 110 Start/Stop Style,19415,117,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Ibiza,False,
SEAT,Ibiza,1.0 EcoTSI 110 Start/Stop Xcellence,21415,117,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Ibiza,False,
SEAT,Ibiza,1.0 EcoTSI 110 Start/Stop FR,23115,117,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Ibiza,False,
SEAT,Ibiza,1.0 EcoTSI 110 Start/Stop FR Xclusive,25815,117,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Ibiza,False,
SEAT,Ibiza,1.0 EcoTSI 110 DSG7 Start/Stop Style,20815,127,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Ibiza,False,
SEAT,Ibiza,1.0 EcoTSI 110 DSG7 Start/Stop Xcellence,22815,127,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Ibiza,False,
SEAT,Ibiza,1.0 EcoTSI 110 DSG7 Start/Stop FR,24515,127,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Ibiza,False,
SEAT,Ibiza,1.0 EcoTSI 110 DSG7 Start/Stop FR Xclusive,27215,127,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Ibiza,False,
SEAT,Ibiza,1.5 EcoTSI 150 ACT DSG7 Start/Stop FR,25915,139,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Ibiza,False,
SEAT,Ibiza,1.5 EcoTSI 150 ACT DSG7 Start/Stop FR Xclusive,28615,139,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Ibiza,False,
SEAT,Ibiza,1.0 MPI 80 ch Start/Stop Urban,19415,10955,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Ibiza,False,
SEAT,Leon,1.0 TSI 110 Reference,21970,123,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Leon,False,
SEAT,Leon,1.0 TSI 110 Style,24520,123,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Leon,False,
SEAT,Leon,1.0 eTSI 110 DSG7 Style,26560,124,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Leon,False,
SEAT,Leon,1.5 TSI 150 Xcellence,29120,132,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Leon,False,
SEAT,Leon,1.5 TSI 150 FR,31620,132,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Leon,False,
SEAT,Leon,1.5 eTSI 150 DSG7 Xcellence,31160,131,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Leon,False,
SEAT,Leon,1.5 eTSI 150 DSG7 FR,33660,131,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Leon,False,
SEAT,Leon,1.0 TSI 110 Urban,25180,123,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Leon,False,
SEAT,Leon,1.0 eTSI DSG7 110 Urban,27220,124,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Leon,False,
SEAT,Leon,e-Hybrid 204 DSG6 Xcellence,35990,25,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Leon,False,
SEAT,Leon,e-Hybrid 204 DSG6 FR,37990,25,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Leon,False,
SEAT,Leon,1.5 TGI 130 DSG7 Xcellence,31410,109,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Leon,False,
SEAT,Leon,2.0 TDI 115 Reference,25540,113,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Leon,False,
SEAT,Leon,2.0 TDI 115 Style,28090,113,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Leon,False,
SEAT,Leon,2.0 TDI 150 DSG7 Style,31420,116,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Leon,False,
SEAT,Leon,2.0 TDI 150 DSG7 Xcellence,33970,116,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Leon,False,
SEAT,Leon,2.0 TDI 150 DSG7 FR,36470,116,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Leon,False,
SEAT,Leon,2.0 TDI 115 Urban,28750,113,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Leon,False,
SEAT,Leon-Sportstourer,1.0 eTSI 110 DSG7 Style,27580,125,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Leon-Sportstourer,False,
SEAT,Leon-Sportstourer,1.5 TSI 150 Xcellence,30650,133,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Leon-Sportstourer,False,
SEAT,Leon-Sportstourer,1.5 TSI 150 FR,33150,133,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Leon-Sportstourer,False,
SEAT,Leon-Sportstourer,1.5 eTSI 150 DSG7 Xcellence,32690,132,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Leon-Sportstourer,False,
SEAT,Leon-Sportstourer,1.5 eTSI 150 DSG7 FR,35190,132,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Leon-Sportstourer,False,
SEAT,Leon-Sportstourer,1.0 eTSI 110 DSG7 Urban,28240,125,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Leon-Sportstourer,False,
SEAT,Leon-Sportstourer,e-Hybrid 204 DSG6 Xcellence,37520,26,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Leon-Sportstourer,False,
SEAT,Leon-Sportstourer,e-Hybrid 204 DSG6 FR,39520,26,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Leon-Sportstourer,False,
SEAT,Leon-Sportstourer,1.5 TGI 130 DSG7 Xcellence,39240,112,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Leon-Sportstourer,False,
SEAT,Leon-Sportstourer,2.0 TDI 115 Référence,26560,114,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Leon-Sportstourer,False,
SEAT,Leon-Sportstourer,2.0 TDI 115 Style,29110,114,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Leon-Sportstourer,False,
SEAT,Leon-Sportstourer,2.0 TDI 150 DSG7 Style,32440,116,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Leon-Sportstourer,False,
SEAT,Leon-Sportstourer,2.0 TDI 150 DSG7 Xcellence,35500,116,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Leon-Sportstourer,False,
SEAT,Leon-Sportstourer,2.0 TDI 150 DSG7 FR,38000,116,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Leon-Sportstourer,False,
SEAT,Leon-Sportstourer,2.0 TDI 115 Urban,29770,114,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Leon-Sportstourer,False,
SEAT,Mii-Electric,61 kW Plus,23070,0,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Mii-Electric,True,250
SEAT,Tarraco,1.5 TSI 150 Start/Stop Style,34290,152,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Tarraco,False,
SEAT,Tarraco,1.5 TSI 150 Start/Stop Xcellence,38470,152,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Tarraco,False,
SEAT,Tarraco,1.5 TSI 150 Start/Stop FR,40390,152,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Tarraco,False,
SEAT,Tarraco,1.5 TSI 150 Start/Stop Style DSG7,36090,162,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Tarraco,False,
SEAT,Tarraco,1.5 TSI 150 Start/Stop Xcellence DSG7,40270,162,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Tarraco,False,
SEAT,Tarraco,1.5 TSI 150 Start/Stop FR DSG7,42190,162,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Tarraco,False,
SEAT,Tarraco,1.5 TSI 150 Start/Stop Urban,35820,154,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Tarraco,False,
SEAT,Tarraco,1.5 TSI 150 Start/Stop Urban DSG7,37620,164,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Tarraco,False,
SEAT,Tarraco,1.4 e-Hybrid 245 DSG6 Xcellence,46770,37,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Tarraco,False,
SEAT,Tarraco,1.4 e-Hybrid 245 DSG6 FR,48270,37,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Tarraco,False,
SEAT,Tarraco,2.0 TDI 150 Start/Stop Style,37290,141,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Tarraco,False,
SEAT,Tarraco,2.0 TDI 150 Start/Stop Xcellence,41470,141,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Tarraco,False,
SEAT,Tarraco,2.0 TDI 150 Start/Stop FR,43390,141,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Tarraco,False,
SEAT,Tarraco,2.0 TDI 150 DSG7 Start/Stop Style,38890,142,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Tarraco,False,
SEAT,Tarraco,2.0 TDI 150 DSG7 Start/Stop Xcellence,43070,142,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Tarraco,False,
SEAT,Tarraco,2.0 TDI 150 DSG7 Start/Stop FR,44990,142,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Tarraco,False,
SEAT,Tarraco,2.0 TDI 200 DSG7 Start/Stop 4Drive Xcellence,46820,171,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Tarraco,False,
SEAT,Tarraco,2.0 TDI 200 DSG7 Start/Stop 4Drive FR,48740,171,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Tarraco,False,
SEAT,Tarraco,2.0 TDI 150 Start/Stop Urban,38820,143,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Tarraco,False,
SEAT,Tarraco,2.0 TDI 150 DSG7 Start/Stop Urban,40420,143,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Tarraco,False,
SEAT,Tarraco-7-places,1.5 TSI 150 Start/Stop Style,35170,152,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Tarraco-7-places,False,
SEAT,Tarraco-7-places,1.5 TSI 150 Start/Stop Xcellence,39350,152,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Tarraco-7-places,False,
SEAT,Tarraco-7-places,1.5 TSI 150 Start/Stop FR,41270,152,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Tarraco-7-places,False,
SEAT,Tarraco-7-places,1.5 TSI 150 Start/Stop Style DSG7,36970,162,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Tarraco-7-places,False,
SEAT,Tarraco-7-places,1.5 TSI 150 Start/Stop Xcellence DSG7,41150,162,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Tarraco-7-places,False,
SEAT,Tarraco-7-places,1.5 TSI 150 Start/Stop FR DSG7,43070,162,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Tarraco-7-places,False,
SEAT,Tarraco-7-places,1.5 TSI 150 Start/Stop Urban,36700,154,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Tarraco-7-places,False,
SEAT,Tarraco-7-places,1.5 TSI 150 Start/Stop Urban DSG7,38500,164,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Tarraco-7-places,False,
SEAT,Tarraco-7-places,2.0 TDI 150 Start/Stop Style,38170,141,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Tarraco-7-places,False,
SEAT,Tarraco-7-places,2.0 TDI 150 Start/Stop Xcellence,42350,141,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Tarraco-7-places,False,
SEAT,Tarraco-7-places,2.0 TDI 150 Start/Stop FR,44270,141,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Tarraco-7-places,False,
SEAT,Tarraco-7-places,2.0 TDI 150 DSG7 Start/Stop Style,39770,142,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Tarraco-7-places,False,
SEAT,Tarraco-7-places,2.0 TDI 150 DSG7 Start/Stop Xcellence,43950,142,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Tarraco-7-places,False,
SEAT,Tarraco-7-places,2.0 TDI 150 DSG7 Start/Stop FR,45870,142,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Tarraco-7-places,False,
SEAT,Tarraco-7-places,2.0 TDI 200 DSG7 Start/Stop 4Drive Xcellence,47700,171,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Tarraco-7-places,False,
SEAT,Tarraco-7-places,2.0 TDI 200 DSG7 Start/Stop 4Drive FR,49620,171,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Tarraco-7-places,False,
SEAT,Tarraco-7-places,2.0 TDI 150 Start/Stop Urban,39700,143,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Tarraco-7-places,False,
SEAT,Tarraco-7-places,2.0 TDI 150 DSG7 Start/Stop Urban,41300,143,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SEAT/modele/Tarraco-7-places,False,
SERES,3,Confort,31990,0,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SERES/modele/3,True,330
SERES,3,Luxury,34490,0,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SERES/modele/3,True,330
SKODA,Enyaq-iV,Version 50,36050,0,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SKODA/modele/Enyaq-iV,True,362
SKODA,Enyaq-iV,Version 60,41270,0,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SKODA/modele/Enyaq-iV,True,412
SKODA,Enyaq-iV,Version 60 Sportline,44420,0,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SKODA/modele/Enyaq-iV,True,412
SKODA,Enyaq-iV,Version 80,47820,0,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SKODA/modele/Enyaq-iV,True,534
SKODA,Enyaq-iV,Version 80 Sportline,50330,0,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SKODA/modele/Enyaq-iV,True,534
SKODA,Fabia,1.0 MPI 65 Active,16730,1065,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SKODA/modele/Fabia,False,
SKODA,Fabia,1.0 MPI 80 Ambition,18950,115,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SKODA/modele/Fabia,False,
SKODA,Fabia,1.0 TSI 95 Active,17230,116,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SKODA/modele/Fabia,False,
SKODA,Fabia,1.0 TSI 95 Ambition,20220,116,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SKODA/modele/Fabia,False,
SKODA,Fabia,1.0 TSI 95 Style,22720,116,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SKODA/modele/Fabia,False,
SKODA,Fabia,1.0 TSI 110 Ambition,20670,116,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SKODA/modele/Fabia,False,
SKODA,Fabia,1.0 TSI 110 Style,23170,116,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SKODA/modele/Fabia,False,
SKODA,Fabia,1.0 TSI 110 DSG7 Ambition,21870,127,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SKODA/modele/Fabia,False,
SKODA,Fabia,1.0 TSI 110 DSG7 Style,24370,127,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SKODA/modele/Fabia,False,
SKODA,Fabia-Combi,1.0 MPI 60 Business,16010,114,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SKODA/modele/Fabia-Combi,False,
SKODA,Fabia-Combi,1.0 TSI 95 Business,17810,116,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SKODA/modele/Fabia-Combi,False,
SKODA,Fabia-Combi,1.0 TSI 95 Monte-Carlo,19440,116,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SKODA/modele/Fabia-Combi,False,
SKODA,Fabia-Combi,1.0 TSI 95 Style,19950,116,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SKODA/modele/Fabia-Combi,False,
SKODA,Fabia-Combi,1.0 TSI 95 Business DSG7,19010,124,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SKODA/modele/Fabia-Combi,False,
SKODA,Fabia-Combi,1.0 TSI 95 Monte-Carlo DSG7,20640,124,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SKODA/modele/Fabia-Combi,False,
SKODA,Fabia-Combi,1.0 TSI 95 Style DSG7,21150,124,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SKODA/modele/Fabia-Combi,False,
SKODA,Fabia-Combi,1.0 MPI 60 Clever,17140,114,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SKODA/modele/Fabia-Combi,False,
SKODA,Fabia-Combi,1.0 TSI 95 Clever,18940,116,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SKODA/modele/Fabia-Combi,False,
SKODA,Fabia-Combi,1.0 TSI 95 Clever DSG7,20140,124,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SKODA/modele/Fabia-Combi,False,
SKODA,Kamiq,1.0 TSI 95 Active,20300,126,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SKODA/modele/Kamiq,False,
SKODA,Kamiq,1.0 TSI 95 Ambition,22740,126,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SKODA/modele/Kamiq,False,
SKODA,Kamiq,1.0 TSI 95 Business,24440,126,https://www.latribuneauto.com/caracteristiques-voitures-neuves/SKODA/modele/Kamiq,False,
